Level_Emosi,Tipe_Emosi,Sumber_Emosi,Pertanyaan_Analisis
Sangat Buruk,Kecewa,Sekolah,Apa yang membuat kamu merasa kecewa di Sekolah? | Apa yang bisa menyebabkan perasaan kecewa kamu di Sekolah? | Bagaimana situasi di Sekolah mempengaruhi perasaan kamu yang kecewa? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Sekolah? | Bagaimana kamu bisa mengatasi rasa kecewa setelah situasi yang tidak sesuai harapan di Sekolah?
Sangat Baik,Marah,Kafe,"Apa yang membuat kamu merasa marah di Kafe? | Apa yang bisa menyebabkan perasaan marah kamu di Kafe? | Bagaimana situasi di Kafe mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Kafe, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Kafe membuatmu marah?"
Sangat Baik,Marah,Gym,"Apa yang membuat kamu merasa marah di Gym? | Apa yang bisa menyebabkan perasaan marah kamu di Gym? | Bagaimana situasi di Gym mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Gym, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Gym, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Museum,Apa yang membuat kamu merasa marah di Museum? | Apa yang bisa menyebabkan perasaan marah kamu di Museum? | Bagaimana situasi di Museum mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Museum? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Museum membuatmu marah?
Sangat Baik,Marah,Pantai,"Apa yang membuat kamu merasa marah di Pantai? | Apa yang bisa menyebabkan perasaan marah kamu di Pantai? | Bagaimana situasi di Pantai mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Pantai? | Ketika marah di Pantai, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Perpustakaan,"Apa yang membuat kamu merasa marah di Perpustakaan? | Apa yang bisa menyebabkan perasaan marah kamu di Perpustakaan? | Bagaimana situasi di Perpustakaan mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Perpustakaan, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Perpustakaan membuatmu marah?"
Sangat Baik,Marah,Pertemuan,Apa yang membuat kamu merasa marah di Pertemuan? | Apa yang bisa menyebabkan perasaan marah kamu di Pertemuan? | Bagaimana situasi di Pertemuan mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Pertemuan? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Pertemuan membuatmu marah?
Sangat Baik,Marah,Restoran,"Apa yang membuat kamu merasa marah di Restoran? | Apa yang bisa menyebabkan perasaan marah kamu di Restoran? | Bagaimana situasi di Restoran mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Restoran? | Ketika marah di Restoran, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Transportasi Umum,"Apa yang membuat kamu merasa marah di Transportasi Umum? | Apa yang bisa menyebabkan perasaan marah kamu di Transportasi Umum? | Bagaimana situasi di Transportasi Umum mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Transportasi Umum, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Transportasi Umum, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Tempat Ibadah,"Apa yang membuat kamu merasa marah di Tempat Ibadah? | Apa yang bisa menyebabkan perasaan marah kamu di Tempat Ibadah? | Bagaimana situasi di Tempat Ibadah mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Tempat Ibadah, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Tempat Ibadah, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Pasar,"Apa yang membuat kamu merasa marah di Pasar? | Apa yang bisa menyebabkan perasaan marah kamu di Pasar? | Bagaimana situasi di Pasar mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Pasar, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Pasar membuatmu marah?"
Sangat Baik,Marah,Event,"Apa yang membuat kamu merasa marah di Event? | Apa yang bisa menyebabkan perasaan marah kamu di Event? | Bagaimana situasi di Event mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Event, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Event membuatmu marah?"
Sangat Baik,Marah,Lokasi Olahraga,"Apa yang membuat kamu merasa marah di Lokasi Olahraga? | Apa yang bisa menyebabkan perasaan marah kamu di Lokasi Olahraga? | Bagaimana situasi di Lokasi Olahraga mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Lokasi Olahraga, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Lokasi Olahraga, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Studio Seni,"Apa yang membuat kamu merasa marah di Studio Seni? | Apa yang bisa menyebabkan perasaan marah kamu di Studio Seni? | Bagaimana situasi di Studio Seni mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Studio Seni, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Studio Seni, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Kantor Pemerintah,"Apa yang membuat kamu merasa marah di Kantor Pemerintah? | Apa yang bisa menyebabkan perasaan marah kamu di Kantor Pemerintah? | Bagaimana situasi di Kantor Pemerintah mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Kantor Pemerintah, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Kantor Pemerintah membuatmu marah?"
Sangat Baik,Marah,Kegiatan Sosial,"Apa yang membuat kamu merasa marah di Kegiatan Sosial? | Apa yang bisa menyebabkan perasaan marah kamu di Kegiatan Sosial? | Bagaimana situasi di Kegiatan Sosial mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Kegiatan Sosial, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Kegiatan Sosial, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Bandara,"Apa yang membuat kamu merasa marah di Bandara? | Apa yang bisa menyebabkan perasaan marah kamu di Bandara? | Bagaimana situasi di Bandara mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Bandara, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Bandara, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Stadion,"Apa yang membuat kamu merasa marah di Stadion? | Apa yang bisa menyebabkan perasaan marah kamu di Stadion? | Bagaimana situasi di Stadion mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Stadion, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Stadion membuatmu marah?"
Sangat Baik,Marah,Pusat Perbelanjaan,Apa yang membuat kamu merasa marah di Pusat Perbelanjaan? | Apa yang bisa menyebabkan perasaan marah kamu di Pusat Perbelanjaan? | Bagaimana situasi di Pusat Perbelanjaan mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Pusat Perbelanjaan? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Pusat Perbelanjaan membuatmu marah?
Sangat Baik,Marah,Bioskop,"Apa yang membuat kamu merasa marah di Bioskop? | Apa yang bisa menyebabkan perasaan marah kamu di Bioskop? | Bagaimana situasi di Bioskop mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Bioskop, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Bioskop, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Hotel,Apa yang membuat kamu merasa marah di Hotel? | Apa yang bisa menyebabkan perasaan marah kamu di Hotel? | Bagaimana situasi di Hotel mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Hotel? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Hotel membuatmu marah?
Sangat Baik,Marah,Kantor Pos,"Apa yang membuat kamu merasa marah di Kantor Pos? | Apa yang bisa menyebabkan perasaan marah kamu di Kantor Pos? | Bagaimana situasi di Kantor Pos mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Kantor Pos, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Kantor Pos, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Pelabuhan,"Apa yang membuat kamu merasa marah di Pelabuhan? | Apa yang bisa menyebabkan perasaan marah kamu di Pelabuhan? | Bagaimana situasi di Pelabuhan mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Pelabuhan, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Pelabuhan membuatmu marah?"
Sangat Baik,Marah,Pabrik,"Apa yang membuat kamu merasa marah di Pabrik? | Apa yang bisa menyebabkan perasaan marah kamu di Pabrik? | Bagaimana situasi di Pabrik mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Pabrik? | Ketika marah di Pabrik, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Gedung Serbaguna,"Apa yang membuat kamu merasa marah di Gedung Serbaguna? | Apa yang bisa menyebabkan perasaan marah kamu di Gedung Serbaguna? | Bagaimana situasi di Gedung Serbaguna mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Gedung Serbaguna, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Gedung Serbaguna membuatmu marah?"
Sangat Baik,Marah,Stasiun Kereta,"Apa yang membuat kamu merasa marah di Stasiun Kereta? | Apa yang bisa menyebabkan perasaan marah kamu di Stasiun Kereta? | Bagaimana situasi di Stasiun Kereta mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Stasiun Kereta, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Stasiun Kereta, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Gedung Pertunjukan,Apa yang membuat kamu merasa marah di Gedung Pertunjukan? | Apa yang bisa menyebabkan perasaan marah kamu di Gedung Pertunjukan? | Bagaimana situasi di Gedung Pertunjukan mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Gedung Pertunjukan? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Gedung Pertunjukan membuatmu marah?
Sangat Baik,Marah,Balai Kota,"Apa yang membuat kamu merasa marah di Balai Kota? | Apa yang bisa menyebabkan perasaan marah kamu di Balai Kota? | Bagaimana situasi di Balai Kota mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Balai Kota, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Balai Kota membuatmu marah?"
Sangat Baik,Marah,Terminal Bus,Apa yang membuat kamu merasa marah di Terminal Bus? | Apa yang bisa menyebabkan perasaan marah kamu di Terminal Bus? | Bagaimana situasi di Terminal Bus mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Terminal Bus? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Terminal Bus membuatmu marah?
Sangat Baik,Marah,Rumah Sakit,"Apa yang membuat kamu merasa marah di Rumah Sakit? | Apa yang bisa menyebabkan perasaan marah kamu di Rumah Sakit? | Bagaimana situasi di Rumah Sakit mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Rumah Sakit, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Rumah Sakit membuatmu marah?"
Sangat Baik,Marah,Apotek,"Apa yang membuat kamu merasa marah di Apotek? | Apa yang bisa menyebabkan perasaan marah kamu di Apotek? | Bagaimana situasi di Apotek mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Apotek, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Apotek membuatmu marah?"
Sangat Baik,Marah,Gudang,"Apa yang membuat kamu merasa marah di Gudang? | Apa yang bisa menyebabkan perasaan marah kamu di Gudang? | Bagaimana situasi di Gudang mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Gudang? | Ketika marah di Gudang, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Arena Konser,"Apa yang membuat kamu merasa marah di Arena Konser? | Apa yang bisa menyebabkan perasaan marah kamu di Arena Konser? | Bagaimana situasi di Arena Konser mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Arena Konser? | Ketika marah di Arena Konser, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Kuil,"Apa yang membuat kamu merasa marah di Kuil? | Apa yang bisa menyebabkan perasaan marah kamu di Kuil? | Bagaimana situasi di Kuil mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Kuil, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Kuil membuatmu marah?"
Sangat Baik,Marah,Hutan,Apa yang membuat kamu merasa marah di Hutan? | Apa yang bisa menyebabkan perasaan marah kamu di Hutan? | Bagaimana situasi di Hutan mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Hutan? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Hutan membuatmu marah?
Sangat Baik,Marah,Desa,"Apa yang membuat kamu merasa marah di Desa? | Apa yang bisa menyebabkan perasaan marah kamu di Desa? | Bagaimana situasi di Desa mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Desa, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Desa membuatmu marah?"
Sangat Baik,Marah,Perkebunan,"Apa yang membuat kamu merasa marah di Perkebunan? | Apa yang bisa menyebabkan perasaan marah kamu di Perkebunan? | Bagaimana situasi di Perkebunan mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Perkebunan? | Ketika marah di Perkebunan, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Pulau,"Apa yang membuat kamu merasa marah di Pulau? | Apa yang bisa menyebabkan perasaan marah kamu di Pulau? | Bagaimana situasi di Pulau mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Pulau? | Ketika marah di Pulau, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Bukit,"Apa yang membuat kamu merasa marah di Bukit? | Apa yang bisa menyebabkan perasaan marah kamu di Bukit? | Bagaimana situasi di Bukit mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Bukit, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Bukit membuatmu marah?"
Sangat Baik,Marah,Danau,"Apa yang membuat kamu merasa marah di Danau? | Apa yang bisa menyebabkan perasaan marah kamu di Danau? | Bagaimana situasi di Danau mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Danau? | Ketika marah di Danau, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Sungai,"Apa yang membuat kamu merasa marah di Sungai? | Apa yang bisa menyebabkan perasaan marah kamu di Sungai? | Bagaimana situasi di Sungai mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Sungai, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Sungai, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Taman Nasional,"Apa yang membuat kamu merasa marah di Taman Nasional? | Apa yang bisa menyebabkan perasaan marah kamu di Taman Nasional? | Bagaimana situasi di Taman Nasional mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Taman Nasional, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Taman Nasional, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Zona Industri,"Apa yang membuat kamu merasa marah di Zona Industri? | Apa yang bisa menyebabkan perasaan marah kamu di Zona Industri? | Bagaimana situasi di Zona Industri mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Zona Industri? | Ketika marah di Zona Industri, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Pusat Kebugaran,"Apa yang membuat kamu merasa marah di Pusat Kebugaran? | Apa yang bisa menyebabkan perasaan marah kamu di Pusat Kebugaran? | Bagaimana situasi di Pusat Kebugaran mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Pusat Kebugaran, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Pusat Kebugaran membuatmu marah?"
Sangat Baik,Marah,Kedai Buku,Apa yang membuat kamu merasa marah di Kedai Buku? | Apa yang bisa menyebabkan perasaan marah kamu di Kedai Buku? | Bagaimana situasi di Kedai Buku mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Kedai Buku? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Kedai Buku membuatmu marah?
Sangat Baik,Marah,Galeri Seni,"Apa yang membuat kamu merasa marah di Galeri Seni? | Apa yang bisa menyebabkan perasaan marah kamu di Galeri Seni? | Bagaimana situasi di Galeri Seni mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Galeri Seni, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Galeri Seni, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Pusat Teknologi,Apa yang membuat kamu merasa marah di Pusat Teknologi? | Apa yang bisa menyebabkan perasaan marah kamu di Pusat Teknologi? | Bagaimana situasi di Pusat Teknologi mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Pusat Teknologi? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Pusat Teknologi membuatmu marah?
Sangat Baik,Marah,Laboratorium,Apa yang membuat kamu merasa marah di Laboratorium? | Apa yang bisa menyebabkan perasaan marah kamu di Laboratorium? | Bagaimana situasi di Laboratorium mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Laboratorium? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Laboratorium membuatmu marah?
Sangat Baik,Marah,Pusat Komunitas,"Apa yang membuat kamu merasa marah di Pusat Komunitas? | Apa yang bisa menyebabkan perasaan marah kamu di Pusat Komunitas? | Bagaimana situasi di Pusat Komunitas mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Pusat Komunitas, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Pusat Komunitas, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Tempat Parkir,"Apa yang membuat kamu merasa marah di Tempat Parkir? | Apa yang bisa menyebabkan perasaan marah kamu di Tempat Parkir? | Bagaimana situasi di Tempat Parkir mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Tempat Parkir? | Ketika marah di Tempat Parkir, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Lapangan Terbuka,"Apa yang membuat kamu merasa marah di Lapangan Terbuka? | Apa yang bisa menyebabkan perasaan marah kamu di Lapangan Terbuka? | Bagaimana situasi di Lapangan Terbuka mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Lapangan Terbuka, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Lapangan Terbuka, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Arena Skate,"Apa yang membuat kamu merasa marah di Arena Skate? | Apa yang bisa menyebabkan perasaan marah kamu di Arena Skate? | Bagaimana situasi di Arena Skate mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Arena Skate? | Ketika marah di Arena Skate, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Pusat Konferensi,"Apa yang membuat kamu merasa marah di Pusat Konferensi? | Apa yang bisa menyebabkan perasaan marah kamu di Pusat Konferensi? | Bagaimana situasi di Pusat Konferensi mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Pusat Konferensi? | Ketika marah di Pusat Konferensi, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Kios,"Apa yang membuat kamu merasa marah di Kios? | Apa yang bisa menyebabkan perasaan marah kamu di Kios? | Bagaimana situasi di Kios mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Kios, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Kios membuatmu marah?"
Sangat Baik,Marah,Warung,"Apa yang membuat kamu merasa marah di Warung? | Apa yang bisa menyebabkan perasaan marah kamu di Warung? | Bagaimana situasi di Warung mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Warung, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Warung membuatmu marah?"
Sangat Baik,Marah,Kantor Cabang,"Apa yang membuat kamu merasa marah di Kantor Cabang? | Apa yang bisa menyebabkan perasaan marah kamu di Kantor Cabang? | Bagaimana situasi di Kantor Cabang mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Kantor Cabang, dan bagaimana kamu bisa mempertahankannya? | Apa yang bisa kamu lakukan untuk meredakan rasa marah saat situasi di Kantor Cabang membuatmu marah?"
Sangat Baik,Marah,Studio Musik,"Apa yang membuat kamu merasa marah di Studio Musik? | Apa yang bisa menyebabkan perasaan marah kamu di Studio Musik? | Bagaimana situasi di Studio Musik mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Studio Musik, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Studio Musik, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Taman Bermain,"Apa yang membuat kamu merasa marah di Taman Bermain? | Apa yang bisa menyebabkan perasaan marah kamu di Taman Bermain? | Bagaimana situasi di Taman Bermain mempengaruhi perasaan kamu yang marah? | Bagaimana perasaan sangat baik ini memotivasi kamu di Taman Bermain? | Ketika marah di Taman Bermain, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Marah,Pusat Kebudayaan,"Apa yang membuat kamu merasa marah di Pusat Kebudayaan? | Apa yang bisa menyebabkan perasaan marah kamu di Pusat Kebudayaan? | Bagaimana situasi di Pusat Kebudayaan mempengaruhi perasaan kamu yang marah? | Apa yang membuat kamu merasa sangat baik di Pusat Kebudayaan, dan bagaimana kamu bisa mempertahankannya? | Ketika marah di Pusat Kebudayaan, bagaimana kamu bisa mengontrol perasaan itu agar tidak merugikan diri sendiri?"
Sangat Baik,Kesal,Sekolah,"Apa yang membuat kamu merasa kesal di Sekolah? | Apa yang bisa menyebabkan perasaan kesal kamu di Sekolah? | Bagaimana situasi di Sekolah mempengaruhi perasaan kamu yang kesal? | Apa yang membuat kamu merasa sangat baik di Sekolah, dan bagaimana kamu bisa mempertahankannya? | Jika merasa kesal di Sekolah, apa cara terbaik yang kamu lakukan untuk meredakan perasaan itu?"
Sangat Baik,Kesal,Rumah,Apa yang membuat kamu merasa kesal di Rumah? | Apa yang bisa menyebabkan perasaan kesal kamu di Rumah? | Bagaimana situasi di Rumah mempengaruhi perasaan kamu yang kesal? | Bagaimana perasaan sangat baik ini memotivasi kamu di Rumah? | Bagaimana kamu mengelola rasa kesal saat situasi tidak berjalan sesuai yang diharapkan di Rumah?
Sangat Baik,Kesal,Kantor,"Apa yang membuat kamu merasa kesal di Kantor? | Apa yang bisa menyebabkan perasaan kesal kamu di Kantor? | Bagaimana situasi di Kantor mempengaruhi perasaan kamu yang kesal? | Bagaimana perasaan sangat baik ini memotivasi kamu di Kantor? | Jika merasa kesal di Kantor, apa cara terbaik yang kamu lakukan untuk meredakan perasaan itu?"
Sangat Baik,Kesal,Kampus,"Apa yang membuat kamu merasa kesal di Kampus? | Apa yang bisa menyebabkan perasaan kesal kamu di Kampus? | Bagaimana situasi di Kampus mempengaruhi perasaan kamu yang kesal? | Bagaimana perasaan sangat baik ini memotivasi kamu di Kampus? | Jika merasa kesal di Kampus, apa cara terbaik yang kamu lakukan untuk meredakan perasaan itu?"
Sangat Baik,Kesal,Taman,"Apa yang membuat kamu merasa kesal di Taman? | Apa yang bisa menyebabkan perasaan kesal kamu di Taman? | Bagaimana situasi di Taman mempengaruhi perasaan kamu yang kesal? | Apa yang membuat kamu merasa sangat baik di Taman, dan bagaimana kamu bisa mempertahankannya? | Bagaimana kamu mengelola rasa kesal saat situasi tidak berjalan sesuai yang diharapkan di Taman?"
Sangat Baik,Kesal,Kafe,"Apa yang membuat kamu merasa kesal di Kafe? | Apa yang bisa menyebabkan perasaan kesal kamu di Kafe? | Bagaimana situasi di Kafe mempengaruhi perasaan kamu yang kesal? | Apa yang membuat kamu merasa sangat baik di Kafe, dan bagaimana kamu bisa mempertahankannya? | Jika merasa kesal di Kafe, apa cara terbaik yang kamu lakukan untuk meredakan perasaan itu?"
Sangat Baik,Kesal,Gym,Apa yang membuat kamu merasa kesal di Gym? | Apa yang bisa menyebabkan perasaan kesal kamu di Gym? | Bagaimana situasi di Gym mempengaruhi perasaan kamu yang kesal? | Bagaimana perasaan sangat baik ini memotivasi kamu di Gym? | Bagaimana kamu mengelola rasa kesal saat situasi tidak berjalan sesuai yang diharapkan di Gym?
Sangat Baik,Kesal,Museum,"Apa yang membuat kamu merasa kesal di Museum? | Apa yang bisa menyebabkan perasaan kesal kamu di Museum? | Bagaimana situasi di Museum mempengaruhi perasaan kamu yang kesal? | Apa yang membuat kamu merasa sangat baik di Museum, dan bagaimana kamu bisa mempertahankannya? | Jika merasa kesal di Museum, apa cara terbaik yang kamu lakukan untuk meredakan perasaan itu?"
